idx,First_pokemon,Second_pokemon,Winner,Loser
32103,604,269,269,604
32104,468,643,643,468
32105,51,770,770,51
32106,478,572,478,572
32107,694,700,694,700
32108,560,526,526,560
32109,663,443,663,443
32110,653,788,788,653
32111,713,784,713,784
32112,41,352,352,41
32113,205,767,205,767
32114,592,226,592,226
32115,784,800,800,784
32116,216,383,216,383
32117,770,753,770,753
32118,279,186,279,186
32119,346,374,346,374
32120,470,220,470,220
32121,208,330,330,208
32122,198,738,198,738
32123,302,591,302,591
32124,239,732,732,239
32125,138,184,184,138
32126,605,330,330,605
32127,260,156,156,260
32128,119,407,119,407
32129,461,725,725,461
32130,31,272,272,31
32131,74,540,540,74
32132,728,425,425,728
32133,225,134,225,134
32134,717,300,717,300
32135,410,424,410,424
32136,94,560,560,94
32137,212,592,212,592
32138,519,512,519,512
32139,346,375,375,346
32140,251,91,91,251
32141,500,242,242,500
32142,493,679,679,493
32143,197,337,337,197
32144,95,409,409,95
32145,19,147,147,19
32146,628,309,628,309
32147,224,519,519,224
32148,734,139,139,734
32149,50,294,50,294
32150,738,403,403,738
32151,210,16,16,210
32152,132,131,131,132
32153,513,332,513,332
32154,612,313,313,612
32155,603,316,316,603
32156,776,561,776,561
32157,409,252,409,252
32158,475,481,481,475
32159,707,295,707,295
32160,488,150,488,150
32161,693,343,343,693
32162,358,471,358,471
32163,692,519,519,692
32164,268,667,268,667
32165,713,583,583,713
32166,133,148,133,148
32167,220,380,380,220
32168,623,420,420,623
32169,71,454,71,454
32170,476,641,476,641
32171,73,237,73,237
32172,779,304,304,779
32173,143,351,351,143
32174,214,636,214,636
32175,338,603,603,338
32176,40,163,163,40
32177,202,701,701,202
32178,317,610,610,317
32179,411,323,411,323
32180,555,212,212,555
32181,715,309,715,309
32182,711,647,711,647
32183,646,194,646,194
32184,491,100,491,100
32185,5,751,751,5
32186,440,704,704,440
32187,130,125,125,130
32188,543,362,362,543
32189,232,102,102,232
32190,609,140,609,140
32191,489,602,602,489
32192,103,176,176,103
32193,216,451,216,451
32194,765,521,521,765
32195,425,244,425,244
32196,121,83,83,121
32197,448,780,448,780
32198,274,306,274,306
32199,547,657,547,657
32200,360,303,303,360
32201,314,522,314,522
32202,607,145,607,145
32203,488,800,800,488
32204,720,364,720,364
32205,625,456,456,625
32206,583,451,583,451
32207,768,593,768,593
32208,521,374,521,374
32209,56,230,230,56
32210,745,415,745,415
32211,560,621,560,621
32212,648,394,394,648
32213,422,421,421,422
32214,45,220,45,220
32215,76,425,425,76
32216,632,129,129,632
32217,550,216,550,216
32218,163,357,163,357
32219,562,254,254,562
32220,543,490,490,543
32221,521,152,521,152
32222,132,464,464,132
32223,217,551,551,217
32224,352,93,93,352
32225,28,37,28,37
32226,44,279,44,279
32227,377,437,437,377
32228,393,470,393,470
32229,325,679,679,325
32230,232,783,232,783
32231,160,201,160,201
32232,528,158,528,158
32233,103,271,103,271
32234,370,462,370,462
32235,435,787,787,435
32236,147,332,147,332
32237,333,329,329,333
32238,642,491,642,491
32239,601,685,685,601
32240,750,684,684,750
32241,594,60,60,594
32242,284,720,284,720
32243,98,700,700,98
32244,631,59,59,631
32245,692,685,692,685
32246,740,592,740,592
32247,364,543,543,364
32248,695,386,386,695
32249,682,352,682,352
32250,521,71,71,521
32251,743,188,743,188
32252,215,198,198,215
32253,673,792,792,673
32254,255,786,786,255
32255,574,758,574,758
32256,75,216,216,75
32257,799,409,409,799
32258,314,674,314,674
32259,319,158,158,319
32260,57,41,57,41
32261,648,171,648,171
32262,53,64,64,53
32263,84,793,793,84
32264,645,416,645,416
32265,642,27,27,642
32266,135,324,135,324
32267,182,507,507,182
32268,766,737,766,737
32269,312,369,369,312
32270,699,627,627,699
32271,242,637,242,637
32272,453,223,453,223
32273,18,264,264,18
32274,102,292,102,292
32275,477,323,477,323
32276,399,173,173,399
32277,712,281,712,281
32278,109,540,540,109
32279,354,113,354,113
32280,343,491,343,491
32281,357,388,388,357
32282,36,666,36,666
32283,168,561,168,561
32284,258,218,258,218
32285,680,209,209,680
32286,116,170,116,170
32287,539,729,539,729
32288,643,238,643,238
32289,384,356,384,356
32290,253,614,614,253
32291,588,271,588,271
32292,326,350,350,326
32293,239,131,131,239
32294,67,749,749,67
32295,665,708,708,665
32296,53,598,598,53
32297,665,486,665,486
32298,472,460,472,460
32299,173,391,391,173
32300,404,167,404,167
32301,497,454,497,454
32302,158,226,158,226
32303,735,65,65,735
32304,294,417,417,294
32305,698,243,698,243
32306,568,651,568,651
32307,720,261,261,720
32308,677,724,677,724
32309,146,739,146,739
32310,626,19,19,626
32311,315,82,315,82
32312,135,685,685,135
32313,204,550,550,204
32314,272,442,272,442
32315,772,502,772,502
32316,215,57,215,57
32317,198,188,198,188
32318,314,766,766,314
32319,316,687,316,687
32320,99,506,99,506
32321,287,275,275,287
32322,458,766,766,458
32323,628,113,628,113
32324,684,69,69,684
32325,279,429,429,279
32326,85,456,85,456
32327,620,698,698,620
32328,728,194,728,194
32329,49,447,49,447
32330,89,84,84,89
32331,701,105,701,105
32332,384,140,140,384
32333,538,358,538,358
32334,772,753,772,753
32335,10,145,145,10
32336,592,394,394,592
32337,438,687,438,687
32338,379,676,676,379
32339,320,304,320,304
32340,481,302,481,302
32341,647,673,647,673
32342,720,431,431,720
32343,694,444,694,444
32344,757,577,757,577
32345,760,401,760,401
32346,375,780,780,375
32347,347,533,533,347
32348,262,115,115,262
32349,304,752,752,304
32350,252,313,313,252
32351,197,720,720,197
32352,369,483,483,369
32353,634,661,634,661
32354,500,694,694,500
32355,329,680,329,680
32356,198,540,540,198
32357,600,157,157,600
32358,81,182,182,81
32359,647,523,647,523
32360,402,732,732,402
32361,181,725,181,725
32362,467,313,467,313
32363,342,361,361,342
32364,346,499,499,346
32365,559,116,116,559
32366,37,361,37,361
32367,739,621,739,621
32368,117,515,515,117
32369,350,676,350,676
32370,474,770,474,770
32371,396,215,396,215
32372,677,59,59,677
32373,214,326,214,326
32374,275,353,275,353
32375,142,528,528,142
32376,682,470,682,470
32377,413,217,413,217
32378,172,204,172,204
32379,727,570,727,570
32380,622,552,552,622
32381,492,8,8,492
32382,334,776,776,334
32383,281,49,281,49
32384,523,475,475,523
32385,719,536,536,719
32386,688,355,688,355
32387,1,643,643,1
32388,415,80,80,415
32389,427,780,427,780
32390,592,744,744,592
32391,442,612,612,442
32392,706,173,706,173
32393,679,723,679,723
32394,275,505,275,505
32395,502,505,505,502
32396,128,270,270,128
32397,200,346,200,346
32398,206,99,206,99
32399,150,456,150,456
32400,483,571,483,571
32401,190,217,217,190
32402,329,35,329,35
32403,376,764,764,376
32404,391,442,442,391
32405,518,426,426,518
32406,736,797,797,736
32407,330,472,472,330
32408,707,68,707,68
32409,229,60,229,60
32410,306,166,166,306
32411,701,715,715,701
32412,588,510,588,510
32413,401,708,708,401
32414,628,585,628,585
32415,401,447,401,447
32416,204,63,63,204
32417,52,475,475,52
32418,409,666,409,666
32419,137,615,137,615
32420,298,59,59,298
32421,149,469,469,149
32422,52,770,770,52
32423,195,508,508,195
32424,523,714,714,523
32425,573,522,522,573
32426,657,443,443,657
32427,493,38,493,38
32428,437,564,437,564
32429,154,696,154,696
32430,573,17,573,17
32431,540,132,540,132
32432,165,312,165,312
32433,753,430,430,753
32434,314,672,314,672
32435,529,570,570,529
32436,476,3,476,3
32437,43,685,685,43
32438,597,87,597,87
32439,215,424,424,215
32440,714,360,714,360
32441,168,348,348,168
32442,597,529,597,529
32443,432,57,432,57
32444,301,651,651,301
32445,258,401,401,258
32446,775,152,152,775
32447,761,523,523,761
32448,358,400,358,400
32449,671,492,671,492
32450,172,299,172,299
32451,229,304,229,304
32452,251,229,229,251
32453,222,481,481,222
32454,344,246,344,246
32455,279,747,747,279
32456,547,260,547,260
32457,786,470,786,470
32458,518,631,518,631
32459,181,257,181,257
32460,564,736,736,564
32461,450,157,157,450
32462,259,501,501,259
32463,617,178,617,178
32464,21,1,21,1
32465,601,197,197,601
32466,561,589,589,561
32467,350,458,350,458
32468,688,490,490,688
32469,685,266,685,266
32470,650,590,590,650
32471,7,359,7,359
32472,323,328,328,323
32473,531,246,531,246
32474,731,355,731,355
32475,314,397,314,397
32476,97,342,97,342
32477,45,214,214,45
32478,21,759,21,759
32479,563,258,563,258
32480,697,247,697,247
32481,332,620,620,332
32482,201,151,151,201
32483,710,327,710,327
32484,604,5,5,604
32485,162,595,162,595
32486,453,67,67,453
32487,499,498,499,498
32488,738,389,738,389
32489,425,720,425,720
32490,374,259,259,374
32491,192,2,192,2
32492,497,347,497,347
32493,53,235,235,53
32494,50,735,735,50
32495,665,119,119,665
32496,102,248,102,248
32497,514,781,514,781
32498,490,291,490,291
32499,429,420,429,420
32500,333,787,787,333
32501,157,422,422,157
32502,685,624,624,685
32503,293,458,293,458
32504,49,737,737,49
32505,335,380,380,335
32506,576,361,576,361
32507,652,45,45,652
32508,255,781,781,255
32509,231,737,737,231
32510,342,203,342,203
32511,559,540,540,559
32512,219,774,219,774
32513,457,510,510,457
32514,222,459,222,459
32515,430,786,430,786
32516,589,401,589,401
32517,191,681,681,191
32518,321,375,375,321
32519,238,742,742,238
32520,653,19,19,653
32521,10,463,463,10
32522,330,695,330,695
32523,24,542,24,542
32524,636,423,423,636
32525,354,780,780,354
32526,760,667,760,667
32527,607,349,349,607
32528,679,755,679,755
32529,60,780,780,60
32530,164,792,164,792
32531,650,458,650,458
32532,251,506,506,251
32533,347,420,420,347
32534,578,53,53,578
32535,245,735,735,245
32536,177,588,588,177
32537,171,111,171,111
32538,438,136,438,136
32539,378,758,758,378
32540,82,751,751,82
32541,501,159,159,501
32542,664,514,514,664
32543,541,699,699,541
32544,287,383,383,287
32545,107,220,107,220
32546,756,246,756,246
32547,698,276,276,698
32548,729,149,729,149
32549,153,74,153,74
32550,108,756,108,756
32551,633,437,633,437
32552,624,13,13,624
32553,112,341,341,112
32554,671,544,544,671
32555,548,49,548,49
32556,11,286,286,11
32557,342,494,494,342
32558,729,514,729,514
32559,359,714,714,359
32560,228,201,228,201
32561,99,24,24,99
32562,617,101,101,617
32563,250,720,250,720
32564,617,36,36,617
32565,125,292,125,292
32566,113,489,113,489
32567,114,689,689,114
32568,136,134,134,136
32569,307,391,307,391
32570,98,359,359,98
32571,426,136,426,136
32572,116,654,654,116
32573,672,431,431,672
32574,406,381,381,406
32575,328,581,581,328
32576,542,581,542,581
32577,228,691,228,691
32578,680,225,225,680
32579,9,429,429,9
32580,129,800,800,129
32581,45,6,6,45
32582,306,283,306,283
32583,780,458,780,458
32584,509,161,161,509
32585,275,449,275,449
32586,533,730,533,730
32587,229,140,229,140
32588,740,532,532,740
32589,96,187,96,187
32590,443,466,466,443
32591,189,195,195,189
32592,536,61,536,61
32593,460,127,127,460
32594,617,143,143,617
32595,485,611,611,485
32596,79,683,683,79
32597,252,710,710,252
32598,254,149,254,149
32599,21,435,435,21
32600,276,72,72,276
32601,409,221,409,221
32602,637,528,528,637
32603,640,52,640,52
32604,251,94,94,251
32605,652,240,240,652
32606,428,554,554,428
32607,450,53,450,53
32608,72,106,72,106
32609,61,469,469,61
32610,86,263,263,86
32611,7,440,7,440
32612,797,266,797,266
32613,247,680,247,680
32614,1,191,1,191
32615,137,205,205,137
32616,533,9,9,533
32617,1,523,523,1
32618,47,790,790,47
32619,370,582,582,370
32620,284,755,284,755
32621,713,483,713,483
32622,467,720,467,720
32623,156,598,598,156
32624,768,55,55,768
32625,297,492,492,297
32626,585,157,157,585
32627,770,599,770,599
32628,77,269,269,77
32629,373,704,704,373
32630,26,310,26,310
32631,676,262,262,676
32632,333,569,569,333
32633,292,204,204,292
32634,140,577,577,140
32635,210,221,221,210
32636,795,376,795,376
32637,222,644,222,644
32638,121,61,61,121
32639,349,196,349,196
32640,716,512,716,512
32641,208,734,208,734
32642,285,201,285,201
32643,794,418,418,794
32644,437,172,172,437
32645,10,296,296,10
32646,11,305,11,305
32647,386,54,54,386
32648,388,500,388,500
32649,196,623,623,196
32650,223,151,223,151
32651,306,141,141,306
32652,518,170,518,170
32653,100,731,731,100
32654,488,212,212,488
32655,735,786,786,735
32656,82,471,471,82
32657,658,673,658,673
32658,738,406,406,738
32659,396,764,764,396
32660,91,407,91,407
32661,684,770,770,684
32662,321,731,731,321
32663,647,342,342,647
32664,406,294,406,294
32665,400,525,525,400
32666,676,797,797,676
32667,34,292,34,292
32668,266,149,266,149
32669,179,362,362,179
32670,49,512,512,49
32671,278,350,350,278
32672,83,551,551,83
32673,57,255,57,255
32674,517,58,58,517
32675,40,162,162,40
32676,780,168,168,780
32677,369,527,527,369
32678,137,269,137,269
32679,453,249,249,453
32680,162,152,162,152
32681,296,635,635,296
32682,34,781,34,781
32683,415,287,287,415
32684,96,544,544,96
32685,257,547,547,257
32686,723,447,723,447
32687,433,480,480,433
32688,748,443,748,443
32689,228,290,228,290
32690,118,578,118,578
32691,73,708,708,73
32692,130,52,130,52
32693,793,390,793,390
32694,734,175,175,734
32695,800,471,800,471
32696,512,569,512,569
32697,601,727,727,601
32698,103,492,492,103
32699,601,327,327,601
32700,113,379,379,113
32701,331,626,331,626
32702,780,82,780,82
32703,291,439,291,439
32704,734,800,800,734
32705,673,465,465,673
32706,367,517,367,517
32707,446,381,446,381
32708,656,779,656,779
32709,244,205,205,244
32710,263,65,263,65
32711,357,589,589,357
32712,51,545,545,51
32713,189,734,734,189
32714,450,519,519,450
32715,364,602,364,602
32716,19,202,19,202
32717,277,213,213,277
32718,161,780,161,780
32719,586,49,49,586
32720,533,428,428,533
32721,550,222,550,222
32722,687,509,687,509
32723,181,148,148,181
32724,113,40,40,113
32725,261,774,261,774
32726,661,709,709,661
32727,581,477,477,581
32728,662,519,519,662
32729,784,759,759,784
32730,415,769,415,769
32731,708,416,708,416
32732,432,672,432,672
32733,334,157,157,334
32734,96,431,431,96
32735,798,306,306,798
32736,488,780,488,780
32737,484,599,484,599
32738,732,582,732,582
32739,81,108,108,81
32740,181,420,420,181
32741,713,745,745,713
32742,533,604,533,604
32743,530,787,787,530
32744,550,263,550,263
32745,631,523,631,523
32746,762,673,673,762
32747,621,741,741,621
32748,776,22,22,776
32749,231,437,437,231
32750,162,7,7,162
32751,150,58,58,150
32752,515,702,702,515
32753,308,29,308,29
32754,433,473,473,433
32755,522,589,522,589
32756,548,176,548,176
32757,652,663,663,652
32758,5,353,5,353
32759,788,545,545,788
32760,492,279,279,492
32761,411,450,450,411
32762,471,512,471,512
32763,282,258,258,282
32764,640,742,742,640
32765,786,750,786,750
32766,477,523,477,523
32767,148,8,8,148
32768,688,96,688,96
32769,131,663,131,663
32770,132,737,737,132
32771,153,501,153,501
32772,421,74,421,74
32773,228,93,93,228
32774,730,126,730,126
32775,102,734,102,734
32776,62,582,582,62
32777,301,212,301,212
32778,776,42,42,776
32779,155,212,155,212
32780,793,25,793,25
32781,581,756,581,756
32782,5,300,300,5
32783,166,499,499,166
32784,355,271,271,355
32785,155,733,155,733
32786,561,347,347,561
32787,149,355,149,355
32788,404,165,165,404
32789,196,146,146,196
32790,726,346,726,346
32791,379,297,379,297
32792,512,791,512,791
32793,793,149,793,149
32794,687,32,32,687
32795,695,700,700,695
32796,326,526,526,326
32797,458,79,79,458
32798,216,559,216,559
32799,551,198,551,198
32800,559,571,571,559
32801,601,293,293,601
32802,162,352,162,352
32803,784,214,214,784
32804,434,731,731,434
32805,359,455,359,455
32806,595,231,595,231
32807,446,166,166,446
32808,541,597,541,597
32809,529,121,121,529
32810,348,276,276,348
32811,744,537,537,744
32812,571,606,606,571
32813,433,293,293,433
32814,697,145,697,145
32815,754,209,209,754
32816,529,691,691,529
32817,687,511,687,511
32818,620,311,311,620
32819,632,52,632,52
32820,38,743,38,743
32821,256,723,723,256
32822,244,590,590,244
32823,423,380,423,380
32824,291,490,490,291
32825,468,504,504,468
32826,738,307,307,738
32827,164,268,164,268
32828,331,443,331,443
32829,209,94,209,94
32830,210,103,103,210
32831,475,673,475,673
32832,417,262,262,417
32833,378,333,333,378
32834,240,114,240,114
32835,166,626,166,626
32836,602,542,542,602
32837,778,71,71,778
32838,68,284,284,68
32839,10,759,759,10
32840,713,179,713,179
32841,156,191,191,156
32842,437,48,48,437
32843,491,164,164,491
32844,478,204,478,204
32845,464,111,111,464
32846,641,485,641,485
32847,430,100,430,100
32848,286,147,147,286
32849,375,395,375,395
32850,633,726,633,726
32851,48,773,773,48
32852,406,495,406,495
32853,632,462,462,632
32854,396,661,396,661
32855,382,800,382,800
32856,176,28,28,176
32857,396,794,794,396
32858,365,800,800,365
32859,274,579,274,579
32860,86,32,32,86
32861,19,363,19,363
32862,411,414,414,411
32863,323,512,512,323
32864,86,118,118,86
32865,93,684,93,684
32866,647,592,647,592
32867,603,312,603,312
32868,507,445,507,445
32869,40,396,40,396
32870,678,244,244,678
32871,312,723,723,312
32872,88,675,675,88
32873,27,93,93,27
32874,344,509,344,509
32875,654,639,639,654
32876,258,579,258,579
32877,737,597,737,597
32878,740,319,740,319
32879,329,474,474,329
32880,51,738,51,738
32881,401,741,401,741
32882,208,178,178,208
32883,689,710,710,689
32884,709,578,709,578
32885,242,213,213,242
32886,57,745,57,745
32887,408,10,408,10
32888,494,250,494,250
32889,692,587,692,587
32890,663,249,249,663
32891,573,476,476,573
32892,286,722,286,722
32893,8,162,8,162
32894,181,41,181,41
32895,185,521,521,185
32896,770,600,600,770
32897,349,159,349,159
32898,8,747,747,8
32899,545,451,545,451
32900,700,73,700,73
32901,278,635,635,278
32902,55,660,660,55
32903,534,103,103,534
32904,449,239,239,449
32905,513,633,513,633
32906,800,763,800,763
32907,703,510,703,510
32908,426,155,155,426
32909,393,328,328,393
32910,546,715,715,546
32911,365,106,106,365
32912,268,696,268,696
32913,299,240,299,240
32914,191,160,160,191
32915,185,211,211,185
32916,393,777,777,393
32917,250,55,55,250
32918,406,431,406,431
32919,252,414,414,252
32920,643,85,85,643
32921,300,777,300,777
32922,107,30,30,107
32923,107,678,107,678
32924,434,699,699,434
32925,481,267,481,267
32926,352,375,352,375
32927,779,530,530,779
32928,235,275,275,235
32929,574,633,633,574
32930,222,270,270,222
32931,591,191,591,191
32932,690,656,690,656
32933,503,398,398,503
32934,786,94,786,94
32935,453,383,453,383
32936,385,274,274,385
32937,526,155,155,526
32938,379,254,254,379
32939,114,341,114,341
32940,522,466,522,466
32941,670,247,247,670
32942,708,188,188,708
32943,137,611,611,137
32944,665,617,617,665
32945,128,226,128,226
32946,204,224,204,224
32947,338,13,13,338
32948,749,142,142,749
32949,246,400,246,400
32950,264,231,264,231
32951,503,332,332,503
32952,413,29,413,29
32953,646,442,646,442
32954,571,393,393,571
32955,256,310,310,256
32956,557,583,583,557
32957,21,354,21,354
32958,63,13,63,13
32959,444,304,444,304
32960,334,571,571,334
32961,230,502,230,502
32962,200,409,409,200
32963,738,441,441,738
32964,778,135,135,778
32965,693,642,693,642
32966,597,250,250,597
32967,646,648,648,646
32968,421,708,421,708
32969,629,620,629,620
32970,226,399,226,399
32971,706,474,706,474
32972,230,554,554,230
32973,102,704,704,102
32974,434,797,797,434
32975,507,238,507,238
32976,256,56,56,256
32977,555,417,555,417
32978,338,128,338,128
32979,776,47,776,47
32980,734,251,251,734
32981,736,705,705,736
32982,516,488,516,488
32983,535,685,685,535
32984,523,360,523,360
32985,746,515,746,515
32986,311,734,311,734
32987,154,341,154,341
32988,150,156,150,156
32989,17,115,115,17
32990,264,341,264,341
32991,270,341,270,341
32992,86,3,3,86
32993,519,504,519,504
32994,292,185,185,292
32995,394,241,394,241
32996,356,613,613,356
32997,542,9,9,542
32998,421,458,421,458
32999,468,678,468,678
33000,22,3,3,22
33001,149,47,47,149
33002,797,455,797,455
33003,611,522,611,522
33004,110,353,110,353
33005,79,74,79,74
33006,347,81,347,81
33007,72,385,385,72
33008,177,553,553,177
33009,377,119,377,119
33010,757,94,94,757
33011,742,423,423,742
33012,725,451,725,451
33013,692,450,692,450
33014,324,10,10,324
33015,105,226,105,226
33016,119,118,119,118
33017,754,765,754,765
33018,428,329,428,329
33019,728,448,448,728
33020,401,690,690,401
33021,397,685,685,397
33022,743,384,384,743
33023,143,522,522,143
33024,104,117,104,117
33025,60,473,473,60
33026,329,72,329,72
33027,498,226,498,226
33028,84,650,84,650
33029,206,425,425,206
33030,500,574,574,500
33031,489,472,472,489
33032,555,688,555,688
33033,552,656,552,656
33034,92,325,92,325
33035,48,368,368,48
33036,124,391,124,391
33037,714,367,714,367
33038,414,504,414,504
33039,335,56,56,335
33040,336,407,336,407
33041,397,3,3,397
33042,187,79,79,187
33043,258,341,341,258
33044,664,410,410,664
33045,517,88,517,88
33046,213,364,213,364
33047,546,500,546,500
33048,554,800,554,800
33049,244,79,244,79
33050,728,680,728,680
33051,735,787,735,787
33052,718,159,718,159
33053,74,27,27,74
33054,297,499,499,297
33055,277,431,431,277
33056,302,158,158,302
33057,370,694,694,370
33058,582,418,418,582
33059,9,673,9,673
33060,48,720,48,720
33061,619,164,164,619
33062,759,724,724,759
33063,486,247,247,486
33064,383,593,383,593
33065,799,559,799,559
33066,216,252,216,252
33067,4,194,4,194
33068,348,204,204,348
33069,716,617,716,617
33070,590,131,131,590
33071,703,207,703,207
33072,468,383,383,468
33073,398,623,398,623
33074,611,364,611,364
33075,248,351,248,351
33076,582,386,582,386
33077,206,510,206,510
33078,67,459,67,459
33079,423,534,423,534
33080,368,800,368,800
33081,410,258,410,258
33082,24,420,24,420
33083,87,797,797,87
33084,349,597,349,597
33085,716,408,716,408
33086,771,533,533,771
33087,279,714,714,279
33088,39,103,103,39
33089,369,725,725,369
33090,344,701,701,344
33091,364,320,320,364
33092,686,340,340,686
33093,544,519,544,519
33094,794,83,794,83
33095,164,94,164,94
33096,690,88,690,88
33097,653,370,370,653
33098,173,709,709,173
33099,664,696,664,696
33100,206,67,67,206
33101,231,338,338,231
33102,146,767,146,767
33103,56,320,56,320
33104,331,446,446,331
33105,123,147,147,123
33106,695,402,695,402
33107,193,54,193,54
33108,774,75,75,774
33109,124,116,124,116
33110,447,742,742,447
33111,376,161,161,376
33112,520,433,520,433
33113,152,582,582,152
33114,544,130,544,130
33115,400,9,9,400
33116,282,595,282,595
33117,268,501,268,501
33118,371,316,316,371
33119,344,300,300,344
33120,740,679,679,740
33121,217,644,217,644
33122,186,360,186,360
33123,213,25,25,213
33124,212,197,212,197
33125,613,373,613,373
33126,791,723,723,791
33127,327,2,2,327
33128,359,339,339,359
33129,177,227,177,227
33130,452,543,543,452
33131,535,270,270,535
33132,765,557,557,765
33133,202,776,202,776
33134,616,666,616,666
33135,482,437,437,482
33136,294,331,331,294
33137,68,288,288,68
33138,385,246,246,385
33139,732,358,732,358
33140,577,407,407,577
33141,353,428,428,353
33142,8,277,8,277
33143,310,785,785,310
33144,413,746,413,746
33145,776,606,606,776
33146,291,710,710,291
33147,790,708,708,790
33148,455,616,616,455
33149,349,264,264,349
33150,314,100,100,314
33151,491,375,375,491
33152,324,599,599,324
33153,770,179,179,770
33154,241,346,346,241
33155,799,258,799,258
33156,330,706,706,330
33157,281,540,540,281
33158,223,494,223,494
33159,658,158,658,158
33160,546,460,546,460
33161,770,396,770,396
33162,734,53,53,734
33163,400,679,679,400
33164,683,688,688,683
33165,489,94,94,489
33166,191,155,155,191
33167,462,226,462,226
33168,649,769,649,769
33169,167,515,515,167
33170,754,356,754,356
33171,537,292,537,292
33172,261,787,787,261
33173,82,702,702,82
33174,694,330,694,330
33175,23,441,23,441
33176,658,283,283,658
33177,9,180,9,180
33178,188,530,530,188
33179,762,585,762,585
33180,3,234,234,3
33181,346,467,467,346
33182,639,340,340,639
33183,325,616,616,325
33184,328,202,202,328
33185,780,762,780,762
33186,767,165,165,767
33187,131,626,131,626
33188,230,153,153,230
33189,192,275,275,192
33190,773,624,773,624
33191,133,683,133,683
33192,676,598,598,676
33193,499,397,499,397
33194,245,70,70,245
33195,313,629,629,313
33196,348,703,703,348
33197,768,371,768,371
33198,181,36,181,36
33199,718,444,444,718
33200,484,565,484,565
33201,7,790,7,790
33202,444,790,444,790
33203,772,727,727,772
33204,217,575,575,217
33205,754,635,635,754
33206,85,481,481,85
33207,743,213,213,743
33208,293,483,483,293
33209,790,670,790,670
33210,53,742,742,53
33211,215,791,215,791
33212,634,114,634,114
33213,294,76,76,294
33214,234,128,234,128
33215,577,465,465,577
33216,674,387,674,387
33217,76,255,76,255
33218,87,668,668,87
33219,242,588,588,242
33220,798,559,798,559
33221,155,564,155,564
33222,52,587,587,52
33223,164,519,164,519
33224,387,403,387,403
33225,3,762,3,762
33226,531,114,114,531
33227,491,387,387,491
33228,586,564,586,564
33229,456,671,671,456
33230,417,688,688,417
33231,535,718,718,535
33232,477,205,477,205
33233,638,281,638,281
33234,720,312,720,312
33235,365,452,452,365
33236,696,132,132,696
33237,298,742,742,298
33238,661,171,171,661
33239,270,625,270,625
33240,751,262,262,751
33241,152,512,152,512
33242,760,649,649,760
33243,399,121,121,399
33244,366,169,169,366
33245,491,649,649,491
33246,466,141,466,141
33247,759,5,5,759
33248,573,297,573,297
33249,203,539,539,203
33250,169,794,794,169
33251,780,629,629,780
33252,628,257,257,628
33253,610,289,610,289
33254,101,529,529,101
33255,303,387,387,303
33256,412,221,412,221
33257,486,272,272,486
33258,536,584,536,584
33259,653,650,650,653
33260,746,527,527,746
33261,612,93,93,612
33262,135,324,135,324
33263,414,714,414,714
33264,241,119,119,241
33265,343,152,343,152
33266,778,513,513,778
33267,512,201,201,512
33268,234,109,234,109
33269,89,436,436,89
33270,230,724,724,230
33271,596,123,596,123
33272,755,200,200,755
33273,226,335,226,335
33274,303,7,7,303
33275,564,131,131,564
33276,488,542,488,542
33277,496,659,659,496
33278,154,307,154,307
33279,609,562,562,609
33280,278,356,278,356
33281,28,180,28,180
33282,513,138,513,138
33283,317,628,628,317
33284,593,471,471,593
33285,389,670,670,389
33286,701,744,701,744
33287,613,544,544,613
33288,598,256,598,256
33289,200,558,200,558
33290,683,459,683,459
33291,395,371,371,395
33292,197,189,189,197
33293,482,320,320,482
33294,792,6,792,6
33295,242,425,425,242
33296,463,535,535,463
33297,240,50,240,50
33298,541,486,541,486
33299,240,74,240,74
33300,576,713,576,713
33301,81,350,350,81
33302,611,521,611,521
33303,717,520,717,520
33304,155,376,155,376
33305,387,621,387,621
33306,209,708,209,708
33307,22,204,204,22
33308,279,92,279,92
33309,635,116,635,116
33310,516,264,516,264
33311,159,701,701,159
33312,759,174,174,759
33313,74,650,650,74
33314,582,604,582,604
33315,423,631,423,631
33316,218,288,288,218
33317,726,468,726,468
33318,543,147,147,543
33319,302,673,302,673
33320,501,672,672,501
33321,243,365,365,243
33322,687,317,687,317
33323,648,372,648,372
33324,244,445,244,445
33325,293,198,293,198
33326,409,273,409,273
33327,512,349,512,349
33328,205,434,434,205
33329,179,568,568,179
33330,796,573,573,796
33331,599,197,197,599
33332,464,258,258,464
33333,559,191,559,191
33334,418,602,418,602
33335,348,665,348,665
33336,324,401,401,324
33337,312,282,282,312
33338,793,111,793,111
33339,43,469,469,43
33340,163,658,163,658
33341,121,313,313,121
33342,774,591,591,774
33343,260,755,260,755
33344,295,282,282,295
33345,492,500,492,500
33346,303,369,369,303
33347,414,732,732,414
33348,283,202,202,283
33349,317,140,140,317
33350,243,179,179,243
33351,424,191,424,191
33352,544,510,544,510
33353,555,328,328,555
33354,382,69,69,382
33355,107,129,129,107
33356,431,548,431,548
33357,370,53,370,53
33358,296,14,296,14
33359,796,536,536,796
33360,285,172,172,285
33361,603,254,603,254
33362,742,383,383,742
33363,256,255,255,256
33364,262,351,351,262
33365,199,124,124,199
33366,527,313,313,527
33367,157,555,157,555
33368,24,240,24,240
33369,609,39,39,609
33370,631,578,631,578
33371,291,311,311,291
33372,253,114,253,114
