,totalDiff,HPDiff,attackDiff,DefenseDiff,SpAtkDiff,SpdefDiff,SpeedDiff,DAMAGE_A,DAMAGE_SP,TR,win_mapping
31685,-104,-35,-41,0,-29,35,-34,31.433333333333334,57.40800000000001,0.0,0
31686,-125,-34,-8,-48,15,-15,-35,54.6756,22.7976,0.0,0
31687,70,10,40,50,-10,0,-20,50.40184615384615,31.38514285714286,0.5,0
31688,161,39,6,29,28,49,10,39.705126760563374,72.588,0.5,1
31689,115,5,-20,0,60,90,-20,53.76480000000001,57.40800000000001,0.0,0
31690,-80,-75,17,17,-11,-11,-17,38.71263157894737,38.104477611940304,0.0,0
31691,-525,-75,-75,-85,-100,-90,-100,13.386,11.867999999999999,0.0,0
31692,-325,-5,-20,-72,-85,-77,-66,14.904,15.468837209302324,0.0,0
31693,-15,10,10,-36,-5,-11,17,82.9104,98.69759999999998,-1.0,1
31694,-60,-35,-8,-8,-1,-26,18,11.138571428571428,9.536417910447762,0.0,1
31695,47,0,26,-28,21,-10,38,60.539755102040814,94.576,1.5,1
31696,-125,-30,15,-40,15,-40,-45,12.3096,12.3096,-0.5,1
31697,-385,-45,-64,-26,-115,-85,-50,11.01792,26.180571428571433,0.0,0
31698,211,20,37,53,27,23,51,32.3472,22.398461538461536,-1.5,1
31699,253,23,80,5,75,35,35,90.1968,75.624,0.5,1
31700,190,16,66,20,6,13,69,30.448320000000002,121.77120000000001,0.0,1
31701,-226,-57,-24,-25,-60,-65,5,16.008000000000003,42.228,0.5,1
31702,120,5,25,-30,25,35,60,49.907294117647055,194.02799999999996,0.5,1
31703,-15,5,-5,-5,10,-35,15,66.51600000000002,28.476705882352938,0.0,1
31704,39,-6,-22,-20,35,12,40,58.36673684210527,64.23899999999999,-1.0,1
31705,-282,37,-20,-48,-67,-129,-55,9.265714285714287,14.904,0.0,0
31706,-35,-17,-12,-21,-12,-21,48,73.88622222222223,151.24800000000002,1.0,1
31707,-100,-30,-35,-20,-10,-10,5,54.096000000000004,66.87915789473685,0.0,1
31708,-309,-18,-90,-31,-70,-40,-60,12.589846153846153,9.577200000000001,-1.5,0
31709,-90,5,-50,-15,-30,-5,5,28.2624,26.180571428571433,0.0,1
31710,-60,4,-25,0,-25,0,-14,31.601999999999997,37.72,0.0,0
31711,-173,-45,7,27,-73,-38,-51,18.108979591836736,5.888910891089108,0.0,0
31712,-60,5,15,10,-10,-30,-50,51.336000000000006,18.699,0.0,0
31713,-325,-15,-95,-10,-105,-10,-90,12.475199999999997,12.475199999999997,0.0,0
31714,95,-25,-10,52,0,22,56,19.942971428571433,66.35040000000001,-0.5,1
31715,-6,-5,-20,-9,1,7,20,96.60000000000001,98.71813953488373,1.5,1
31716,-40,-5,-3,-10,35,-5,-52,78.38399999999999,64.92,1.5,0
31717,-85,-7,-105,10,10,20,-13,41.994461538461536,46.72965517241379,-1.0,0
31718,-3,-25,-25,60,-3,20,-30,27.716385542168673,25.668000000000003,-1.5,0
31719,103,14,25,27,35,17,-15,87.492,55.77103448275862,2.0,0
31720,65,-50,-30,35,-40,110,40,55.751999999999995,119.34240000000003,0.0,1
31721,54,-2,19,-28,-2,-2,69,42.183840000000004,23.239199999999997,-0.5,1
31722,-297,-56,-62,-61,-39,-21,-58,16.96848,31.54128,0.0,0
31723,25,-22,35,-10,-10,-20,52,42.228,69.552,0.0,1
31724,-195,-32,-9,0,-39,-20,-95,17.3328,12.810206896551724,0.5,0
31725,349,35,45,50,105,55,59,96.4422857142857,61.31142857142858,0.0,1
31726,0,30,15,25,-45,20,-45,27.599999999999998,41.10947368421053,0.0,0
31727,23,11,-7,29,-18,22,-14,39.77028571428571,47.288,0.0,0
31728,-139,-11,-80,-13,-20,38,-53,41.5685052631579,73.5264,1.5,0
31729,90,50,85,-15,5,-50,15,43.239999999999995,30.61976470588235,0.0,1
31730,-325,5,-103,2,-110,-10,-109,15.389759999999999,12.475199999999997,-1.0,0
31731,-160,0,-15,-25,-40,-25,-55,24.6192,21.768,0.0,0
31732,71,15,-35,15,23,15,38,32.29945945945946,33.98742857142858,-1.0,1
31733,-260,-14,-63,-70,-10,-55,-48,16.253333333333334,30.784615384615385,0.0,0
31734,40,5,10,90,0,-25,-40,84.72,59.20926315789473,1.0,0
31735,320,60,101,30,40,27,62,91.37837837837839,45.263999999999996,0.0,1
31736,262,13,96,15,68,15,55,56.58,45.816,-1.0,1
31737,295,215,-20,-25,30,95,0,10.856000000000002,92.184,0.0,0
31738,-150,-60,-60,7,5,-16,-26,47.64,37.30758620689655,0.0,0
31739,82,21,18,2,14,-14,41,30.37162105263158,39.75249230769231,0.0,1
31740,390,67,90,60,33,75,65,137.69333333333333,106.85142857142858,0.0,1
31741,-105,-15,4,-20,-40,-25,-9,27.048000000000002,45.263999999999996,0.5,0
31742,-165,-20,-45,-5,-30,20,-85,15.511199999999999,22.860413793103447,-1.0,0
31743,-265,-45,-40,-50,-42,-50,-38,14.02762886597938,11.645853658536584,0.0,0
31744,150,-5,95,50,-22,12,20,106.02206896551724,82.67011764705882,1.5,1
31745,-145,-22,-47,-29,-24,-41,18,14.55156923076923,14.716714285714287,-0.5,1
31746,-5,25,-10,-40,25,-25,20,63.480000000000004,97.4832,-1.0,1
31747,-170,-90,-55,10,-20,-45,30,44.79692307692307,81.69600000000001,0.0,1
31748,-80,-24,-55,-25,-10,15,19,14.066482758620689,37.02772277227723,0.0,1
31749,-99,-20,-61,6,-16,26,-34,35.357052631578945,57.40800000000001,0.0,0
31750,-5,20,45,-65,5,-70,60,83.2416,151.248,1.5,1
31751,-105,-20,50,-73,28,-70,-20,17.69114754098361,25.53,0.5,0
31752,230,40,45,40,30,40,35,87.768,45.263999999999996,0.0,1
31753,245,70,48,0,22,32,73,31.188000000000002,26.882400000000004,-0.5,1
31754,-212,-17,-27,-3,-58,-16,-91,50.79471844660195,38.36852459016393,1.5,0
31755,124,21,38,10,15,0,40,78.38399999999999,272.688,1.5,1
31756,-119,-21,-55,-48,35,28,-58,45.56759999999999,35.217600000000004,0.0,0
31757,44,-30,-26,-8,74,20,14,68.33759999999998,43.239999999999995,0.0,1
31758,-20,-5,-5,-40,2,7,21,27.133655172413796,29.041333333333334,-0.5,1
31759,-18,41,-32,-63,44,-69,61,43.11544615384616,56.19359999999999,0.0,1
31760,130,15,35,20,35,20,5,60.444,46.023,0.0,1
31761,-13,-18,-16,8,-2,7,8,58.199999999999996,49.359069767441866,1.0,1
31762,-156,-18,-32,-42,-10,-46,-8,56.43701204819277,54.7032,1.5,0
31763,-15,-7,-65,10,10,20,17,31.740000000000002,17.083448275862068,-0.5,1
31764,-173,-50,-21,-37,-15,-22,-28,31.9056,28.449230769230773,0.0,1
31765,-55,7,40,-20,-55,-30,3,39.80894117647059,45.263999999999996,1.5,1
31766,-134,-11,-57,-16,-31,4,-23,11.01346153846154,14.029999999999998,-1.5,0
31767,146,29,-19,16,48,31,41,81.86948571428573,49.60114285714286,0.0,1
31768,-176,-25,-15,-118,-50,2,30,20.135261538461535,102.34080000000002,0.0,1
31769,-24,-8,-22,-13,16,-8,11,34.70806153846154,29.8816,0.0,1
31770,-245,-10,-81,-39,31,-41,-105,39.86666666666667,17.602666666666668,0.0,0
31771,-80,-10,10,-120,5,-20,55,61.0512,61.0512,-1.0,1
31772,242,35,25,21,65,31,65,30.981,29.531999999999996,-1.5,1
31773,-70,10,45,100,-110,-35,-80,41.33505882352941,19.57476923076923,0.0,1
31774,30,-30,15,45,5,-15,10,124.19999999999999,63.480000000000004,0.0,1
31775,345,35,25,51,75,91,68,96.4422857142857,115.52571428571429,0.0,1
31776,-207,-4,-14,-20,-52,-40,-77,52.881600000000006,34.032000000000004,1.5,0
31777,162,-10,10,21,30,11,100,106.40861538461539,87.492,1.0,1
31778,-35,0,10,-30,40,-20,-35,51.336000000000006,64.41415384615385,0.0,0
31779,-125,-15,-55,-70,10,-10,15,14.904,46.023,0.0,1
31780,97,53,-17,22,5,42,-8,61.33072340425532,107.08800000000002,1.0,0
31781,-150,-20,-88,-17,-40,25,-10,21.934736842105263,44.944421052631576,0.0,0
31782,-117,-31,27,43,-64,-21,-71,82.3948623853211,36.45283018867924,1.5,1
31783,-200,-65,-55,-30,-40,-25,15,15.61835294117647,31.52210526315789,0.0,1
31784,76,30,-2,20,13,10,5,87.7858064516129,133.03200000000004,1.0,1
31785,328,53,85,35,92,28,35,59.29241379310345,57.40800000000001,0.0,1
31786,125,9,28,68,48,0,-28,141.20159999999998,42.228,0.0,0
31787,170,19,4,-14,34,51,76,81.86948571428573,211.63680000000002,0.0,1
31788,-43,-25,-15,-8,0,-5,10,27.687157894736842,54.372,0.0,1
31789,-25,10,3,-15,-8,-25,10,40.348571428571425,36.156,0.0,1
31790,-200,0,-20,0,-65,-45,-70,23.578285714285713,23.578285714285713,0.0,0
31791,34,30,25,-5,11,-53,26,34.68494845360825,60.72,0.0,1
31792,150,22,4,20,29,35,40,19.297377049180326,28.704000000000004,-0.5,1
31793,-12,1,15,-19,-18,-16,25,63.564203389830496,66.48783673469389,1.5,1
31794,-158,-35,-57,-28,-12,-34,8,29.66363076923077,33.98742857142858,0.0,1
31795,-350,-65,-65,-60,-65,-45,-50,34.6656,45.5952,1.5,0
31796,150,26,54,-15,37,25,23,48.22114285714285,20.667529411764704,-1.5,1
31797,-273,-40,-80,-39,-25,-39,-50,18.09978947368421,23.578285714285713,0.0,0
31798,-8,36,-3,2,4,19,-66,30.37162105263158,36.89103157894737,0.0,0
31799,-14,16,-18,16,-18,16,-26,20.224137931034484,19.297377049180326,-1.5,0
31800,-193,-12,-48,-1,-57,-37,-38,65.34517894736841,49.2384,2.0,1
31801,85,20,15,90,-30,45,-55,54.80571428571429,54.80571428571429,0.0,0
31802,44,-7,25,15,14,5,-8,68.53999999999999,32.41395348837209,0.0,0
31803,-64,-8,-37,-4,-1,-13,-1,42.8352,44.292480000000005,0.0,0
31804,90,25,35,25,-50,5,50,25.313142857142857,102.94800000000001,0.0,1
31805,69,5,-25,10,50,10,19,272.688,85.6704,1.5,1
31806,-259,-25,-80,-20,-60,-25,-49,18.09978947368421,14.904,-1.0,0
31807,-55,-5,25,-15,-20,-80,40,24.012,31.9056,0.0,1
31808,11,-8,20,20,-30,0,9,52.203428571428574,28.009900990099005,0.0,1
31809,100,21,-40,6,75,26,12,145.9488,124.34436923076922,1.5,1
31810,-259,-26,-74,-16,-39,-16,-88,22.02692307692308,21.313333333333333,0.0,0
31811,-55,0,40,5,-65,-45,10,23.16192,27.048000000000002,0.0,1
31812,-54,15,-102,0,8,0,25,63.480000000000004,260.54400000000004,1.5,1
31813,114,-28,53,19,-28,45,53,24.22228571428571,88.49999999999999,-1.5,1
31814,-101,5,-36,-10,-1,-60,1,10.967368421052631,15.392307692307693,-1.5,1
31815,-252,-13,-48,-168,-5,-53,35,21.914399999999997,26.882400000000004,-0.5,1
31816,-60,-10,-35,-40,15,-10,20,16.284000000000002,17.7744,-0.5,1
31817,-200,-15,-15,-15,-70,-60,-25,16.928,13.169142857142857,0.0,0
31818,162,11,40,5,0,10,96,35.5488,31.222500000000004,0.0,1
31819,205,23,43,55,29,33,22,65.47333333333333,31.56651428571429,-1.5,1
31820,-90,30,-8,-63,-5,-75,31,21.721199999999996,41.4552,-0.5,1
31821,-35,-10,-5,35,-35,15,-35,43.239999999999995,37.04894117647059,0.5,0
31822,-227,-26,-47,-26,-44,-6,-78,16.291885714285712,26.7444,0.0,0
31823,-103,0,-20,-5,-20,-30,-28,86.47999999999999,34.43428571428572,1.5,0
31824,97,17,-18,15,13,45,25,122.1024,172.06628571428573,1.5,1
31825,0,8,0,21,-19,-5,-5,46.84272000000001,37.37039999999999,0.5,0
31826,-125,-20,-58,-7,-30,10,-20,11.812800000000003,19.595999999999997,-1.5,0
31827,-271,-85,22,-27,-79,-36,-66,8.900366972477066,6.535471698113209,-1.5,0
31828,-8,9,-3,-8,28,-18,-16,40.64928,22.290556701030926,0.0,0
31829,-65,-15,-35,0,10,10,-35,83.98892307692307,74.336,1.0,0
31830,-66,3,17,-1,-61,-56,32,21.413183999999998,29.6286,0.0,1
31831,-166,-20,-77,-32,-22,-20,5,17.24501204819277,26.861169230769228,0.0,1
31832,-20,-55,-13,7,14,34,-7,32.035714285714285,51.698507462686564,0.0,0
31833,105,20,55,20,-10,20,0,142.14000000000001,69.81176470588235,1.0,0
31834,48,50,25,-10,-10,5,-12,39.19199999999999,26.440800000000003,0.0,0
31835,-210,-30,-70,-40,15,-30,-55,52.361142857142866,37.0944,1.0,0
31836,-190,-40,-50,-20,-70,-60,50,39.5232,70.288,1.0,1
31837,-170,-30,-38,-58,-55,5,6,49.90079999999999,85.6704,1.5,1
31838,-120,-15,-10,0,-20,-45,-30,47.288,22.999999999999996,0.0,0
31839,-14,4,-32,6,3,11,-6,37.370400000000004,29.587200000000003,0.0,0
31840,80,35,52,7,-11,34,-37,33.918947368421044,62.57373134328358,0.0,0
31841,285,50,45,30,100,20,40,75.624,57.40800000000001,0.0,1
31842,135,15,30,20,20,-40,90,90.52799999999999,122.1024,1.0,1
31843,115,26,49,-50,32,20,38,42.366,24.80057142857143,-1.5,1
31844,-240,-15,-74,-19,0,-65,-67,38.15108571428572,21.604137931034487,-1.0,0
31845,100,25,-3,20,30,20,8,54.80571428571429,42.36,0.5,1
31846,-213,-3,-5,15,-106,-72,-42,20.424000000000003,25.712160000000004,0.0,0
31847,-70,25,-30,-5,-50,-10,0,14.627999999999998,30.5256,-1.5,0
31848,-214,-50,-87,-65,20,-5,-27,22.334769230769233,56.999999999999986,1.0,0
31849,165,-14,39,27,44,27,42,77.35774647887325,111.78,1.0,1
31850,75,15,17,12,32,15,-16,26.65934693877551,22.356000000000005,0.0,0
31851,45,-15,0,115,-65,55,-45,100.55999999999999,120.56842105263158,1.0,0
31852,60,15,18,-10,8,15,14,25.99621621621622,19.32,0.0,1
31853,192,60,10,10,6,56,50,28.782857142857143,177.6336,0.0,1
31854,-9,-64,35,-17,-50,30,57,25.47642352941177,136.344,0.0,1
31855,-55,-11,40,-155,38,-12,45,52.44,103.5552,0.0,1
31856,-54,-5,-15,-17,22,-9,-30,21.873,16.233046153846153,-1.5,0
31857,-115,10,35,-10,-55,-50,-45,28.565999999999995,32.361000000000004,0.0,0
31858,206,47,52,14,40,19,34,84.77557894736842,179.10776470588237,1.5,1
31859,217,5,50,47,35,30,50,60.444,101.64685714285714,0.0,1
31860,26,-15,-5,20,-5,20,11,44.79692307692307,42.36,0.0,1
31861,-182,-15,0,-160,-25,-20,38,58.51199999999999,114.81600000000002,1.0,1
31862,-360,-6,-99,-117,-14,-77,-47,15.651323076923081,13.932480000000002,0.0,0
31863,204,38,54,28,54,30,0,54.4272,33.727199999999996,0.0,0
31864,194,3,1,16,49,34,91,106.22688,74.58308571428572,0.0,1
31865,-195,-56,-85,-53,-13,-28,40,30.5808,32.715199999999996,-1.0,0
31866,-124,5,-30,-40,-18,-53,12,17.664,22.128911392405065,0.0,1
31867,46,15,5,42,5,42,-63,52.30752,38.838291262135925,0.0,0
31868,175,50,50,15,35,0,25,42.8352,22.999999999999996,-1.0,1
31869,-22,2,-6,-5,2,8,-23,30.784615384615385,36.024,-1.0,0
31870,5,5,-27,35,5,15,-28,37.812,16.99371428571429,0.0,0
31871,-270,-82,-30,-35,-70,-45,-8,22.494000000000003,25.024,0.0,0
31872,251,39,2,42,48,36,84,81.86948571428573,150.3096,0.0,1
31873,234,30,-6,12,74,70,54,34.16879999999999,37.812,-0.5,1
31874,220,25,55,0,80,60,0,41.4552,52.99199999999999,-1.5,0
31875,-315,-26,-90,-45,-55,-45,-54,17.94,21.16,-1.0,0
31876,-10,-20,-24,-25,35,10,14,55.964307692307685,119.81647058823529,1.0,1
31877,-110,-18,-17,-52,-14,-15,6,37.2227027027027,36.915,0.0,1
31878,65,-1,30,15,30,-30,21,39.19199999999999,35.5488,0.0,1
31879,-20,0,-15,40,-65,40,-20,0.0,0.0,-2.0,0
31880,66,2,15,39,-25,25,10,22.398461538461536,21.4176,-1.5,1
31881,-10,0,5,-35,-20,-35,75,16.99371428571429,19.595999999999997,-0.5,1
31882,-45,13,-15,-80,-5,-25,67,94.576,163.39200000000002,1.0,1
31883,-98,-20,-7,-14,-27,-34,4,49.2384,63.8112,1.5,1
31884,-111,-70,-26,5,-6,10,-24,39.19199999999999,66.51600000000002,0.0,0
31885,190,31,21,0,91,3,44,89.28600000000002,67.6752,0.0,1
31886,-85,-50,-20,-5,-80,5,65,23.16192,112.05600000000001,0.0,1
31887,-170,-38,-42,15,-44,-8,-53,47.06918918918919,19.74101694915254,0.5,0
31888,50,-1,-37,20,50,35,-17,139.104,84.39340206185567,0.0,0
31889,28,-36,11,-15,-4,-4,76,23.735999999999997,109.54344827586206,0.0,1
31890,0,-11,45,-10,5,-20,-9,71.0976,63.8112,1.0,0
31891,55,10,5,-5,45,-5,5,100.2432,100.8036923076923,1.0,1
31892,218,35,71,3,61,13,35,32.396432432432434,18.768,0.0,1
31893,180,9,41,80,5,45,0,93.84,71.98079999999999,0.5,0
31894,40,11,12,-63,-8,35,53,30.255849056603772,135.24,0.0,1
31895,-485,-35,-115,-25,-150,-100,-60,20.521411764705885,32.844,1.0,0
31896,250,26,65,35,45,45,34,50.40184615384615,79.67200000000001,0.0,1
31897,268,45,45,70,48,52,8,120.28258064516129,45.95794285714284,0.0,1
31898,170,38,42,-15,44,8,53,46.92,19.035507692307693,-0.5,1
31899,221,35,40,58,20,53,15,68.3376,61.6116923076923,0.0,1
31900,-120,-10,-37,-23,-72,-23,45,50.784000000000006,204.68160000000003,1.5,1
31901,15,21,30,-22,5,-12,-7,32.25257142857142,43.004651162790694,0.0,0
31902,-255,-66,-37,-20,-34,-35,-63,45.05860465116279,42.626666666666665,1.0,0
31903,194,40,28,25,47,35,19,126.96000000000001,156.579512195122,1.0,1
31904,126,14,65,3,43,1,0,61.962,38.071015384615386,0.5,0
31905,-135,-30,25,-9,-25,-55,-41,56.5248,68.48888888888888,1.0,0
31906,8,5,-5,13,10,8,-23,54.9792,19.04724705882353,0.0,0
31907,140,42,-18,31,24,68,-7,84.732,83.2938947368421,0.0,0
31908,105,20,30,-38,50,-18,61,46.47839999999999,53.76480000000001,0.0,1
31909,35,0,-10,-40,8,57,20,30.64551724137931,121.24517647058823,1.0,1
31910,-190,-20,-50,-40,-10,-40,-30,23.253,19.154400000000003,0.5,0
31911,217,36,3,-18,74,31,91,155.41165714285714,326.12160000000006,1.5,1
31912,-186,-21,-8,-17,-45,-55,-40,17.679771428571428,20.108571428571427,0.0,0
31913,30,-5,-5,35,-25,50,-20,43.02694736842105,48.779368421052624,-1.0,0
31914,-59,9,-17,16,-27,-14,-26,27.931200000000004,25.459938461538464,0.0,0
31915,105,5,-24,22,31,29,42,55.56,65.57379310344827,0.0,1
31916,-35,-15,-30,-50,5,15,40,26.882400000000004,49.956,-0.5,0
31917,-90,-15,5,-80,-30,-30,60,20.976,63.480000000000004,0.0,1
31918,-10,-25,-70,-55,45,-5,100,14.627999999999998,25.668000000000003,0.0,1
31919,144,55,58,4,16,-13,24,108.58628571428571,93.84,0.0,1
31920,-255,-20,-65,-15,-80,-50,-25,10.921714285714286,12.765,-1.5,0
31921,-217,-24,1,2,-68,-99,-29,25.53,29.476799999999997,0.0,0
31922,110,44,-2,38,2,37,-9,22.97897142857142,27.7932,-1.5,0
31923,236,16,50,55,24,28,63,34.5,102.17519999999999,-1.5,1
31924,7,30,42,32,-43,2,-56,38.07673469387755,26.206336633663366,0.0,0
31925,150,45,38,20,7,20,20,57.40800000000001,48.300000000000004,0.0,1
31926,-430,-60,-90,-80,-80,-60,-60,14.904,18.952,0.0,0
31927,-25,-20,-22,42,-7,5,-23,71.14006153846154,32.46,0.0,0
31928,-212,-25,-10,-26,-65,-26,-60,7.2785142857142855,7.2785142857142855,0.0,0
31929,-5,-11,8,3,-30,5,20,18.524470588235296,18.524470588235296,-0.5,1
31930,-13,-13,58,-12,-49,-27,30,49.67999999999999,87.17793103448275,1.5,1
31931,205,15,60,55,0,55,20,101.64685714285714,82.9104,0.0,1
31932,-190,-25,5,-25,-30,-55,-60,18.6,17.016000000000002,0.5,0
31933,204,68,38,27,26,21,24,57.0032,39.7992,0.0,1
31934,117,56,15,25,12,35,-26,35.357052631578945,65.688,-1.0,0
31935,-37,-3,2,-2,-2,3,-35,37.457142857142856,19.904470588235295,0.0,0
31936,6,2,33,-4,-4,1,-22,36.915,22.277142857142856,0.0,0
31937,182,125,41,-4,25,-20,15,13.991076923076921,19.595999999999997,-1.5,1
31938,-15,5,-41,16,5,15,-15,34.59006315789473,41.10947368421053,0.5,0
31939,350,50,120,25,90,25,40,75.624,51.336000000000006,0.0,1
31940,0,-20,-25,30,-5,20,0,37.812,37.812,0.0,0
31941,57,-11,67,12,-5,20,-26,30.641632653061222,32.69916831683168,0.0,0
31942,10,21,42,17,-20,-30,-20,14.738399999999999,14.391428571428571,-0.5,0
31943,40,-45,24,20,19,4,18,20.075368421052627,23.130447761194027,0.0,1
31944,-235,-50,-65,-10,-20,-20,-70,72.312,36.34707692307692,1.5,0
31945,-143,5,-20,-20,-19,-39,-50,24.6192,12.1716,0.0,0
31946,-37,10,-40,-7,0,-7,7,31.2432,26.861169230769228,0.5,1
31947,-80,5,-10,-70,-15,-5,15,139.104,85.6704,1.0,1
31948,-175,-5,-85,-20,5,-25,-45,27.875999999999998,11.023764705882353,-1.5,0
31949,-70,-34,0,10,-15,-20,-11,49.128,23.285070422535213,0.0,0
31950,-246,-46,-52,-36,-42,-36,-34,9.395040000000002,9.816884210526315,0.0,0
31951,145,10,15,5,55,25,35,61.962,91.23771428571429,-1.0,1
31952,255,25,10,45,40,95,40,138.07885714285715,88.87200000000001,-1.0,1
31953,180,-20,-5,67,45,67,26,33.8652,33.8652,-0.5,1
31954,-60,-5,3,-5,-13,-5,-35,27.713424657534247,32.76282352941177,0.0,0
31955,141,24,44,22,9,18,24,28.549627118644068,29.261632653061227,-1.5,1
31956,-10,21,-34,40,-9,32,-60,85.6704,81.89551807228916,1.5,0
31957,35,-15,25,40,-55,-10,50,36.27744,80.178,0.5,1
31958,395,50,65,45,75,75,85,148.488,245.64,-1.0,1
31959,0,5,-8,-3,22,-33,17,44.339999999999996,80.82857142857142,0.0,1
31960,-80,-60,0,-50,10,30,-10,28.2624,63.480000000000004,0.0,0
31961,152,56,-12,-18,54,21,51,25.226400000000005,23.239200000000004,-1.5,1
31962,-45,-15,5,-15,-65,5,40,23.16192,49.128,0.0,1
31963,31,-22,-15,-28,47,16,33,17.732054794520547,38.18,0.0,1
31964,-144,-20,-67,8,-42,8,-31,10.583873684210527,10.583873684210527,0.0,0
31965,-255,-56,-26,-21,-56,-51,-45,53.161846153846156,57.565714285714286,1.5,0
31966,-10,0,-42,-43,40,15,20,40.516799999999996,39.19199999999999,0.0,1
31967,-100,-46,-56,55,-56,52,-49,44.47603053435114,57.96,0.0,0
31968,-140,-29,9,-20,-45,-35,-20,20.01726315789474,28.782857142857143,0.0,0
31969,-100,50,-60,-10,-60,-10,-10,25.53,35.88,0.0,0
31970,115,10,50,51,10,31,-37,95.49600000000001,35.28857142857144,0.0,0
31971,-242,-11,-20,-45,-50,-40,-76,36.74742857142858,27.16277227722772,1.0,0
31972,-15,-15,30,-20,-5,-20,15,20.976,24.6192,0.0,1
31973,-155,-45,-25,-5,-15,-20,-45,12.972000000000001,12.512,-0.5,0
31974,-80,-25,-53,63,7,13,-85,125.5878857142857,30.638399999999997,0.0,0
31975,-228,15,-92,-32,-42,-7,-70,29.66363076923077,21.56361290322581,0.0,0
31976,85,0,15,25,30,20,-5,56.00676923076922,41.216,0.0,0
31977,202,46,65,28,31,25,7,89.40908108108108,44.160000000000004,0.0,1
31978,-205,-40,-50,-35,-60,-35,15,33.27771428571428,70.288,1.0,1
31979,-259,-55,-45,-35,-55,-45,-24,9.952235294117648,8.764864864864865,-0.5,0
31980,-175,-32,-30,-40,-35,-40,2,19.57476923076923,21.604137931034487,0.0,1
31981,29,5,17,10,-48,0,45,40.21714285714285,187.68,1.0,1
31982,170,85,60,30,15,-15,-5,48.300000000000004,25.313142857142857,0.0,0
31983,69,-23,-23,15,31,47,22,31.68024742268041,71.33788235294116,0.0,1
31984,-45,60,15,-75,-5,-50,10,102.67200000000001,102.67200000000001,1.5,1
31985,350,50,50,60,70,70,50,124.19999999999999,75.624,0.0,1
31986,-10,-10,-20,10,15,25,-30,48.300000000000004,34.3344,0.0,0
31987,33,35,48,-83,61,-68,40,137.29531914893616,175.536,1.0,1
31988,-215,-15,-55,10,-70,-105,20,61.0512,35.5488,0.0,1
31989,128,18,-14,-37,53,69,39,44.74942372881356,158.608,0.5,1
31990,-46,65,-8,-28,-8,-23,-44,16.507924528301885,16.99125,0.0,0
31991,0,-42,-5,60,-25,60,-48,46.47839999999999,58.523265306122454,0.0,0
31992,-185,-36,-5,-45,-17,-47,-35,18.699,17.7882,0.0,0
31993,180,44,15,42,33,33,13,111.29032258064515,131.63076923076923,1.0,1
31994,-164,-6,-49,4,-59,-6,-48,29.033076923076923,24.686666666666667,0.0,0
31995,230,25,-5,-9,60,96,63,33.98742857142858,119.86285714285715,0.0,1
31996,59,25,3,10,20,-5,6,22.398461538461536,21.471176470588237,0.0,1
31997,45,10,10,-5,-40,-10,80,58.51199999999999,122.1024,1.5,1
31998,45,0,0,20,-10,20,15,45.263999999999996,68.3376,0.0,1
31999,10,25,50,-50,-15,-50,50,25.668000000000003,37.812,-0.5,1
32000,-165,-35,-19,-63,-18,-45,15,9.500385542168676,13.903500000000001,-0.5,1
32001,-55,-46,12,32,-32,-32,11,42.36,49.4676923076923,0.5,1
32002,114,11,14,53,27,58,-49,85.1657142857143,43.47811764705882,0.0,0
32003,-161,7,-55,-49,-30,-4,-30,29.918400000000005,29.918400000000005,-1.0,0
32004,-95,-22,-59,-5,-29,20,0,13.799999999999999,19.595999999999997,-0.5,0
32005,1,0,-15,0,-5,-5,26,39.19199999999999,45.263999999999996,0.0,1
32006,-113,-8,30,15,-65,-35,-50,52.15295999999999,78.38399999999999,1.0,0
32007,177,7,12,43,42,73,0,81.45312,115.17874285714285,0.0,0
32008,-197,-54,-3,-49,-32,-53,-6,9.982000000000001,13.524000000000001,-0.5,0
32009,75,59,95,-160,135,-150,96,257.78400000000005,585.672,0.0,1
32010,190,46,53,73,15,34,-31,33.29348571428571,38.7872,0.0,1
32011,75,5,-5,65,-10,35,-15,25.200923076923075,16.79353846153846,-0.5,0
32012,125,24,36,48,26,26,-35,40.47783529411764,41.49296842105263,-1.0,0
32013,-375,-30,-120,25,-130,-65,-55,41.952,64.72200000000001,1.0,0
32014,-85,0,20,-60,0,-140,95,17.3328,46.47839999999999,0.0,1
32015,120,15,-25,20,60,20,30,28.704000000000004,24.150000000000002,-1.5,1
32016,34,7,-5,3,-12,-1,42,27.619482352941176,68.33759999999998,0.0,1
32017,-139,-5,-55,-24,-30,-24,-1,23.852210526315787,31.38514285714286,-1.0,0
32018,-155,-45,-55,-5,-20,-5,-25,19.595999999999997,27.186,0.0,0
32019,-79,-29,-12,-50,3,-45,54,37.370400000000004,61.77984,0.0,1
32020,202,20,80,5,50,5,42,51.336000000000006,37.457142857142856,0.0,1
32021,180,56,19,25,36,40,4,0.0,0.0,0.0,0
32022,-34,-10,-35,0,20,-5,-4,102.67200000000001,48.381176470588244,1.0,0
32023,90,5,20,5,0,30,30,70.41942857142857,81.69600000000001,0.0,1
32024,-125,0,35,0,-55,-80,-25,41.469,25.53,0.0,0
32025,40,-5,-35,-9,80,-10,19,27.402857142857144,28.366666666666667,0.0,1
32026,164,30,20,27,2,15,70,20.355,25.2885,-0.5,1
